MedInc,HouseAge,AveRooms,AveBedrms,Population,Price
6.243561663863074,32,1.4132805048213672,2.6121293381701953,2068,421819.8923655459
14.310000289738827,36,4.048700448193049,1.167710067858032,3395,139857.0775663799
11.247915185359671,50,4.705880952037396,3.6939994432738765,2123,65558.61755850544
9.381218778758512,37,1.872029450477513,4.875793967013285,976,432736.5581644437
3.1842609661941115,48,3.123107800284595,3.621045049203037,2344,224039.39018739347
3.183923284706837,14,1.4647761750048098,1.8974897244702231,2626,130875.08536046691
1.8131705703547925,27,9.966178887553186,2.4209321282661604,3689,91352.91437028721
13.126466040849092,19,7.629014826728601,4.906602222633871,4503,282425.36272569105
9.415610164404923,31,1.787051408524783,1.8962096481294002,444,117557.5786753756
10.913016089144637,46,1.182244418110829,3.2461162922177706,3772,305011.41099856555
1.2881829201412343,9,7.473590201370522,2.601815234726979,3168,377287.94413073506
14.57873793026792,38,4.9527294911440025,4.073261191712886,2013,290776.17718231346
12.654196971205904,17,8.081170381581185,4.469557087919549,2545,456664.90220981644
3.972747549495866,19,9.311284340365454,2.363349097401187,884,120006.33095103702
3.5455495408994087,44,6.393703501147352,3.6415854547975304,1587,272279.06296272454
3.5676631379480734,4,2.6839758062552774,3.1961907900709092,4991,123435.70672398449
5.259391401433528,48,8.039746324418072,2.1137779602217335,3948,444155.866900946
8.346590042851329,11,9.60230568856937,2.087763211252007,549,469507.67435801215
7.047230260989621,22,6.2220815835396035,3.154526590129216,1527,229998.14673928148
5.077207962772587,4,7.1379770255266015,1.6160114941291992,2695,187586.7160319036
9.565940526113312,17,4.037272255330057,4.243239585929886,2376,175692.24294316192
2.9529140491285855,8,4.4337492519428015,1.276019356801608,343,436877.3056958304
5.090025079493055,46,7.611890480677575,1.3782979448332653,2212,357098.86608199036
6.129065806111684,34,9.349939885661373,2.3689052357090703,3408,446266.87459422543
7.384979779038503,11,6.66089548501917,1.4723670327885334,1045,102882.57326770238
11.99246345950219,31,8.108631176368128,2.90280008502197,1126,264212.5675388315
3.7954329502170365,11,2.544715156738357,2.5987035617674814,1623,354280.5925092931
8.199282137790561,38,2.907631812321762,3.887239183542868,3208,453690.84233875776
9.293803964068594,21,5.78831218150051,4.8120166208388815,3792,221908.64626084492
1.6503057780799681,46,2.588987730185565,4.014234338956504,3149,190890.53271962504
9.505627926620138,30,6.714955631988312,1.7177946515224174,3421,460834.56913363055
3.3873377316220816,10,3.6248786685522907,4.742085141857612,3406,71389.97142357312
1.9107223017939132,26,8.123793568002029,2.568533730212269,4338,265817.970435011
14.284397521546666,27,8.27299311952909,2.8967574437076515,160,256381.9522729624
14.518848463043831,8,5.174087101798178,2.686304949482542,4274,115725.38625086546
12.317562873630456,39,2.6272957153387173,2.122188093150876,3498,227727.55003162014
5.26459276842719,8,6.820974649737393,4.580177151189936,2514,375169.8829925675
2.367409596089374,8,9.935083164372278,2.3289554635864644,3878,215090.80004941428
10.579262371170197,34,6.60331808148271,3.3143858787181855,3706,189347.21582440077
7.162134912354418,16,1.3219722164260705,1.9601343374973208,489,401852.9740578558
2.7085352878269036,41,1.1556457819037433,4.189501499080722,4716,494921.93496233085
7.932476741557783,13,3.8832577344307557,4.096794638116746,1775,400708.5682686259
1.4814392956130575,23,2.7620542617436437,2.185248553788176,1877,430854.47967158677
13.73048562910295,12,8.317460864289774,3.7262162925738145,352,472775.3374156309
4.622919742400237,27,8.603251003324004,3.815494132379799,3266,410797.6097342142
10.275311980955747,22,3.3275689417942855,3.2500456644190647,1814,491159.43041751866
5.363955065251753,32,3.930802992549034,3.4023935290866807,2150,386277.9146406777
8.280952296489351,49,3.126222709436032,3.297818553163183,795,347685.14802525885
8.653943910805914,27,9.175442926341375,1.3274576159793825,2193,362006.84716233116
3.5879623773573783,2,5.52384401160054,3.68106137885514,4848,455036.8220487428
14.57418478870382,45,6.905233396738179,2.879100039354765,2672,357353.66788780934
11.851859527055604,33,4.73933878029643,2.753829122165654,1605,392542.3269264532
14.152985181898648,26,6.67912774154078,4.439996875127203,3768,147204.4701636771
13.527582905987083,28,4.472698390495625,1.0929068538444708,4613,460692.3258206645
9.370599703355191,19,4.057105939563029,2.0052596718350206,2843,251245.95898064482
13.906239290323636,43,6.710320658561322,1.4856139993709854,4754,122480.29891076215
2.2388950287268727,5,6.3195587024409035,1.141364178438903,3377,409904.2361423575
3.7437600738680326,33,3.6417515875115467,2.10270799070379,1398,210376.85793483836
1.633182044747533,20,2.344136052875261,4.953905091178711,4790,132853.61433272954
5.554624630685701,30,4.317190244543239,2.080916692830295,3350,165313.0216267678
6.441482055652748,45,4.736778752277183,3.6548232791830855,3014,65727.0411757116
4.798886444834543,8,6.658159000821444,1.4731955601628859,3968,90780.34230202326
12.60232512812701,38,9.230758872731773,3.40739052018892,2364,316681.13092375634
5.99454657371025,17,1.3256631777963261,4.937925932553253,3892,439798.02264250506
4.933083135623331,44,3.192949112876604,2.1673500938418613,2980,251838.68602947178
8.597745164215478,1,2.743443480516043,4.392302465502331,2953,331726.1640348752
2.972939149646677,3,5.520649678244053,4.9902855214661415,3807,414379.89555317786
12.230757730556554,46,4.867307263388438,3.354216354882976,2928,210546.0097061312
2.0437090115167917,26,7.561338614381696,2.2376044017121415,315,344441.3316581004
14.816417112407242,31,3.1817432129037746,3.6941250395966247,4665,207694.5916059293
11.811426770153204,8,6.350485291747827,4.379392825074476,279,339221.90964743117
3.7820195414784137,43,8.954715372399633,1.6854009718479133,2786,147923.4740626616
1.0773096397304336,46,9.196099659264743,2.8100630553658132,476,490027.844421689
12.416459998367678,8,9.62906144252528,2.276750840495364,2828,84279.9958504445
10.89600281386664,35,7.959350368719897,2.1334359878495195,1927,277354.78228515096
11.206100352573822,39,9.153891156330236,4.4432850429606905,3326,178833.38587343466
11.79778485360324,28,3.110777847867468,2.686616027287354,2427,320377.02566723817
2.036625124277265,51,2.7782284991542934,2.356305367215651,1602,242738.14095991
6.018520199619816,4,1.0583927540247382,3.4140421657040547,852,187999.51442446717
2.622166833351816,16,7.361599216861885,1.877606318549525,3269,162516.93722732097
13.08344796225831,13,9.4372046903237,1.9195739622723158,349,132124.37638892667
9.72617377558581,20,2.6824181053750875,3.0811549234860185,2920,402295.6922849431
5.632572347937089,51,6.73249217884191,2.6370909145847365,4836,149989.9716921407
1.8898169040043309,5,7.718137832995998,2.179929535689298,989,398086.7883691619
5.353752504019271,37,9.348528116332508,1.2158045290964088,4966,268267.3741194551
5.552566508374459,20,6.821742016154995,3.0830969545540863,4102,82502.60961028919
11.214486496732897,24,9.732643594738771,4.2664368224043,3823,124449.20494418114
9.925804598972984,36,4.10205826911293,4.405508821144231,3186,451807.0898549894
13.420978396068572,34,4.149356803942669,1.9417599189043209,2843,321267.1199023084
7.61100895226729,45,5.88711259012911,3.3985648157899533,4676,132949.93042475797
2.674319443136224,48,4.451516930043164,4.423525237851761,1856,366694.2118403605
10.98542702112193,34,1.0128315545877937,2.634903713105059,2722,420467.78499282047
11.650990680636564,19,7.585948225782886,4.7285472692301145,1876,198793.91640131368
8.857880765972947,17,7.76545337330635,4.611914116518212,4680,300467.84576482064
11.793540519363853,5,7.722771442180934,1.8325355896752376,3504,182052.48662741168
7.91313834910147,25,4.1051859994942,2.035859331600815,2174,86027.7729742638
8.318259611347916,18,5.700605259800548,1.7217679945838755,3196,229779.08498162116
6.985574257019695,50,4.239761663590025,1.7842174058188092,1185,388144.4086016988
1.3558677744173326,8,1.1443276002758118,4.631448348693992,3829,256406.1254997246
2.5104799779062623,27,6.062040471442769,4.724551636770492,4428,232371.0536090708
1.4400085996142795,15,2.1138459947560992,1.2075889647405238,1587,214703.23497773954
9.909745757692926,45,1.7203719168229654,3.374413422688819,448,256512.57020129735
5.400983735068573,13,7.799491618271085,3.2569262514302864,513,193203.02845969945
8.119989676305838,16,1.0855558217629506,2.5621905868978394,2553,325482.8877103436
13.705930634965302,22,9.631075992478536,3.526790371292428,3552,78604.69078611275
4.490091208084249,20,5.637298277013192,4.789471302043401,2663,413324.6780512914
6.745360922498817,13,9.847147876355336,1.6810195308885847,1109,127925.12621900192
11.577715939602681,20,1.5219781522543758,1.4816436388658225,4482,335050.12772993505
4.2031743168827145,2,6.251765939793219,1.1335622833159027,881,252447.13537350832
2.077718737603102,35,4.143943323783201,2.455333231360574,3179,398072.09609546314
5.056520340792752,47,8.591342435328572,2.350513908311464,4552,421762.99406947545
3.257098021556062,19,4.251004617108577,2.7232787526345756,2728,141890.1674835502
14.015767132796023,45,3.344388211516142,3.0132401235237958,4075,354730.61634699005
12.313685313901837,37,8.71797814389922,4.031295976121818,2286,135458.3780453778
9.867652591145928,6,4.371877824879348,2.5684535618300735,3419,105799.21737569809
13.200448262628047,14,1.1514998787450532,2.3224524374449342,1306,468633.24566206295
12.251409076587603,4,4.512601907554004,4.307515281038508,3896,123975.08169860429
3.611980824404502,22,6.890700421098477,4.3991866826146255,4618,152659.36966223
13.495825978859688,51,3.2892358492574365,1.9310638571734127,4592,108645.80350458602
8.55079138681911,39,4.8878883318264155,2.2586872908452333,404,261631.35021715512
12.304162172296875,36,1.5104362445400297,4.3004654836403535,3554,463823.29513597564
13.545278198928905,34,6.292835123625615,1.3176329771910593,2373,168825.08242050998
5.452048649606095,27,7.806654314743544,2.3033871215629516,950,293833.4588371804
2.5407269433874746,7,4.719813052609993,2.793400428163445,594,235156.43169174422
4.191092275587184,3,4.78209369521314,1.7482864608022841,3655,201204.23487821463
6.979509040767589,47,1.794542487264248,1.7196567864427927,2774,307468.7110686086
12.452206722914903,33,2.817467780607843,2.699448232054115,3530,301501.8055259649
13.050228165588809,2,2.392077728151214,4.018086898939423,3249,211714.9703978003
1.0973298274366698,42,5.335189917953842,4.360931918190509,3447,432753.4834547188
8.15046223608592,16,5.763299868556751,4.916940370144694,4049,73927.44848728634
6.843754044082906,25,9.54046118155834,1.2959362003668762,604,88357.27782528856
4.109509346590223,15,1.6590835384951053,1.8667288045839707,4802,495851.56698503206
2.678115142671559,24,6.398811758395424,4.026519369536791,2754,386457.3104230306
5.726612399650792,15,5.738486745954172,3.1623948242226474,3506,411768.00654354435
14.200735854775267,31,5.646097881422462,2.310719095849673,3617,321215.48381245875
5.524841048290574,14,8.858433586445438,1.8223586449889742,2804,238937.19171190693
8.263068704407125,14,2.849846236259378,2.121910206569792,3864,333152.0954295384
10.84226542453249,6,1.3669594690723432,2.7171558012038077,1679,91663.11752392085
6.090814433310116,14,7.050443568707733,1.708604878024131,1861,390996.1257359733
14.604949158093449,17,4.106417177223822,4.856903823507002,4232,293334.3712147323
14.474262129189558,18,1.1583092459127213,1.4303537783994975,413,480529.3507421415
4.524952141555098,20,3.2623660656137243,4.942309737956876,4415,336863.8659684424
7.961479082493396,51,3.783940967951307,4.367573144002691,2787,118261.641730303
5.2122963374347755,17,6.551545391058179,2.6926064700549563,1818,264897.551740121
4.987766921284546,16,2.553272146443449,3.9592653375528406,4599,76020.0121486945
1.5164172629634591,40,4.717489131580582,3.686060974785544,3726,385443.3016813421
9.533900675718556,39,5.3422789997604925,1.8531476717957238,4674,275824.1847057429
8.03750632520406,32,5.133136522276819,2.3562803444757856,923,216344.01640656628
1.720702517499851,44,9.765466900001035,3.0524902512218315,4415,485847.22175241756
4.90105049931256,9,1.409538140112665,3.5513767195509076,2514,473269.33353532094
13.715722403533151,27,9.558713678071594,3.171579925426486,4879,478774.3985717539
4.353866469337614,46,6.2374349259463,2.8919498440258953,3920,149436.60899760958
3.0285282092771233,33,8.161549434728546,2.7726090938196006,2069,377856.3180735465
7.852338643885882,10,4.873533562144679,2.9930579971800717,3203,475421.9617411053
14.79910635754841,17,5.084540931312824,2.7374060793838813,3166,306891.6155179852
4.388773801161006,49,8.913938491142412,3.1653203101828638,1859,146372.15476992703
10.4098976636823,49,9.063410466627118,4.551941196186667,3225,418015.60874701804
11.662674614602047,36,3.1481999328816785,3.5313172522184466,4152,445963.2112970203
4.326925615893595,17,2.7931769072615635,3.8904834999541604,2381,366455.9238739313
11.195028880566035,18,5.4661165648295595,3.389932534923106,4938,182098.7948910183
6.148963858069545,23,9.102493244149224,3.572070729656009,3134,135812.25439450372
9.852281628310113,34,3.9011958406555864,3.3133993137927207,1223,330921.4105385229
9.869415950652526,8,6.8681315380521815,1.1074660887832928,1334,267260.23616110155
8.500845577046618,13,7.37336518966541,4.998393528800079,774,350952.22598597244
2.2640567807617162,23,8.008071984047403,1.1344369608515867,2802,100264.84945806468
12.694234938249332,20,6.075320121288669,2.580592032934615,2405,111161.0979716287
5.490920909604302,22,4.622096604510727,1.4204627131957337,1368,213300.3001895922
3.611259145597959,47,9.703143899190756,1.3877138017637298,3321,166442.12943299377
1.5708519817666948,23,6.501976779725674,4.1741078066979345,4819,328702.3839917019
9.272501204635386,41,7.557086904699437,2.703703117432308,4294,215393.2382129846
10.485901065791953,35,4.104845611262905,4.2045548331950595,3894,357786.85376654775
1.2322296049899861,3,7.029542629027721,2.091145882723326,4178,395959.2809475604
8.169302816189933,34,3.320178959477133,2.025851167224939,2159,134225.4065986318
4.170940852771132,33,3.2058722577577257,2.0049255272578486,1349,463920.7259367774
10.032419065732299,46,7.432499816284837,3.464582505631677,4129,404221.9281289565
3.44113000606988,17,5.692552626366416,4.2599975593824,2960,332051.3609694239
10.673128333434523,45,7.149489493801507,2.809044040300962,3613,459017.98463666183
6.414294848207524,19,3.424946416732825,2.5169955625643294,3319,169640.93732863982
14.114219842314283,30,6.388510069510573,4.894318216806598,278,239770.9408874081
2.9252932180439055,23,4.9954028473280125,1.4670161440465552,2299,88604.14118027073
5.774928914703619,15,6.372642581609751,2.94653072817957,4777,255281.8195206985
2.588629297368247,14,3.6179175901979743,2.6339510127257375,4391,277880.3283189744
13.945710655899878,2,7.439058672842115,1.3925063863475615,2629,327230.11564702773
13.282750947333735,39,8.25336429543519,2.0728014483528767,2355,78817.6458879653
4.6111827880121785,49,3.339248264719513,1.1137648503164481,1035,64609.70865516609
10.239776644478507,18,3.7055850387007787,4.5078171559318285,1056,238950.5743764936
12.441110802817022,6,6.950388427471837,3.4313981159616045,2573,135109.99052416635
8.772811362392472,32,7.260266568731898,4.260073991481002,1185,391454.7539686083
8.415108096984092,21,7.336897159577051,3.0862178096119592,4762,350931.3278608536
4.385932072606323,40,7.144286542982531,3.3980393176875774,3534,196622.13847237334
2.3034387492825887,28,4.535269452572849,3.8034179112366595,2765,70602.46932349974
13.561020611346574,27,4.553683069633105,4.63204650985686,3092,132099.63072958292
13.605852800286627,2,3.293358612799433,1.367007551303383,1201,361255.70417589997
9.863420401825751,33,2.4115032990672667,2.3237935789429076,3076,495574.2020016395
5.746417074681809,16,7.233196414572151,3.836104762800002,383,196907.18229481202
5.888934044577253,39,1.8386990737508155,4.8334022520055715,4571,410898.32913442707
11.163379504183352,22,9.440130581081034,4.923229713960022,3890,440193.4212194407
13.559543639336079,43,8.440176733043062,3.5524120365490495,2919,71681.3924713147
13.419209939711642,47,8.717551659615305,1.774393911019469,887,462299.7190649966
11.918257642006735,13,9.160019331536713,1.476835645655827,4568,259791.21696647952
9.988443046160029,2,4.677444736509161,4.784174577121702,956,483908.9929417255
2.177959509930684,14,8.62030651015361,2.73571075785003,1798,292350.1223539022
3.2628019973245928,38,2.422551702624844,1.7792641330507393,2780,155814.57945439153
13.57975863937911,41,1.194776151474121,4.735570063110405,2233,488600.7383334325
9.49000683523426,28,8.064022551974652,1.4180970862572475,4294,159487.2113521851
1.128758722632815,7,1.6731698319724537,3.9182843874283004,2521,447115.20241887664
2.4206016001244492,18,9.896722005933295,3.5010521101733367,2905,127907.82262334753
10.289024767512782,41,7.073167866414003,1.3509386575235673,4031,353645.4077404826
1.0708621738470616,36,7.78104739217895,2.3549951825577686,724,235081.2239987873
3.2513127198449814,41,3.2122347065007935,1.5997227581600426,4278,487408.17791815026
8.682273051132206,36,7.064788545277193,3.417994370132645,1700,133147.68401266454
10.686532767697706,44,1.388979435294615,2.908452126709715,100,233957.60285363646
10.127457633036407,4,8.540431479312408,1.0171004986419638,4881,337899.34581968357
4.139770332447837,30,2.526616837284152,4.902842265135632,4445,489929.190473948
10.970509098865502,24,7.276222601503935,2.3983385995581616,4605,186738.3844841032
4.3214872249552005,20,3.020324511094555,2.0328175713482,1509,228591.97297014986
5.555595774229748,46,1.6160785248343847,1.8897718231764107,3967,257806.39429506182
11.450879671652338,31,5.333443106944548,1.6352635846942714,4685,163715.22108327926
10.094860586661005,24,2.523575892455105,4.996548304866039,3070,417809.61518163903
12.889127746918492,7,7.5649958949389475,2.1804378715264194,2687,91398.02258853622
10.206580492204807,26,3.1380925904513637,2.6220539888971266,898,367155.46926783613
8.956320446696603,13,4.08225300612246,4.485423664712355,1042,290268.03648089094
2.3114467495932947,8,6.106953261380256,3.5675500141715126,3562,158867.1301935706
6.148021242832069,5,3.564714498195804,2.47477764698109,1427,271773.7130903219
